Contig	Position	Length	Snps_females	Snps_males	Fst	Abs_depth_females	Abs_depth_males	Rel_depth_females	Rel_depth_males
NC_025968.4_RaGOO	7000000	43380699	0	3	0.0000	42	39	1.11	1.06
NC_025968.4_RaGOO	7025000	43380699	0	0	0.0000	39	37	1.04	1.03
NC_025968.4_RaGOO	7050000	43380699	0	8	0.0000	38	35	0.99	0.96
NC_025968.4_RaGOO	7075000	43380699	1	0	0.0000	38	36	0.99	0.98
NC_025968.4_RaGOO	7100000	43380699	0	0	0.0000	35	31	0.92	0.86
NC_025968.4_RaGOO	7125000	43380699	0	0	0.0000	35	32	0.93	0.88
NC_025968.4_RaGOO	7150000	43380699	0	0	0.0000	46	42	1.22	1.16
NC_025968.4_RaGOO	7175000	43380699	0	0	0.0024	37	35	0.96	0.95
NC_025968.4_RaGOO	7200000	43380699	0	3	0.0000	37	33	0.98	0.91
NC_025968.4_RaGOO	7225000	43380699	0	1	0.0000	34	32	0.89	0.88
NC_025968.4_RaGOO	7250000	43380699	0	0	0.0000	67	63	1.77	1.72
NC_025968.4_RaGOO	7275000	43380699	1	0	0.0000	38	33	0.99	0.90
NC_025968.4_RaGOO	7300000	43380699	8	1	0.0000	28	25	0.73	0.69
NC_025968.4_RaGOO	7325000	43380699	0	0	0.0000	32	28	0.83	0.76
NC_025968.4_RaGOO	7350000	43380699	0	0	0.0000	1	1	0.03	0.03
NC_025968.4_RaGOO	7375000	43380699	0	0	0.0000	1	1	0.03	0.03
NC_025968.4_RaGOO	7400000	43380699	0	3	0.0000	19	15	0.51	0.42
NC_025968.4_RaGOO	7425000	43380699	0	1	0.0000	4	3	0.10	0.08
NC_025968.4_RaGOO	7450000	43380699	0	0	0.0000	31	26	0.81	0.72
NC_025968.4_RaGOO	7475000	43380699	0	3	0.0000	40	32	1.06	0.87
NC_025968.4_RaGOO	7500000	43380699	1	2	0.0000	23	19	0.60	0.53
NC_025968.4_RaGOO	7525000	43380699	0	0	0.0000	12	10	0.33	0.29
NC_025968.4_RaGOO	7550000	43380699	0	8	0.0000	22	21	0.58	0.56
NC_025968.4_RaGOO	7575000	43380699	0	0	0.0000	30	23	0.78	0.63
NC_025968.4_RaGOO	7600000	43380699	0	7	0.0053	33	29	0.87	0.79
NC_025968.4_RaGOO	7625000	43380699	0	0	0.0000	38	37	1.00	1.02
NC_025968.4_RaGOO	7650000	43380699	0	0	0.0000	41	39	1.09	1.08
NC_025968.4_RaGOO	7675000	43380699	0	0	0.0069	43	42	1.14	1.15
NC_025968.4_RaGOO	7700000	43380699	2	0	0.0019	44	43	1.15	1.18
NC_025968.4_RaGOO	7725000	43380699	3	0	0.0000	40	40	1.05	1.09
NC_025968.4_RaGOO	7750000	43380699	1	0	0.0000	40	40	1.06	1.08
NC_025968.4_RaGOO	7775000	43380699	0	1	0.0000	39	38	1.02	1.04
NC_025968.4_RaGOO	7800000	43380699	0	0	0.0000	40	39	1.06	1.07
NC_025968.4_RaGOO	7825000	43380699	2	6	0.0000	40	40	1.05	1.08
NC_025968.4_RaGOO	7850000	43380699	0	2	0.0000	38	36	1.00	0.97
NC_025968.4_RaGOO	7875000	43380699	0	1	0.0000	38	37	1.00	1.01
NC_025968.4_RaGOO	7900000	43380699	0	0	0.0000	41	38	1.07	1.04
NC_025968.4_RaGOO	7925000	43380699	0	1	0.0000	41	39	1.07	1.08
NC_025968.4_RaGOO	7950000	43380699	0	0	0.0000	40	37	1.04	1.03
NC_025968.4_RaGOO	7975000	43380699	0	2	0.0000	39	38	1.02	1.04
NC_025968.4_RaGOO	8000000	43380699	3	0	0.0000	42	39	1.10	1.06
NC_025968.4_RaGOO	8025000	43380699	0	0	0.0000	40	40	1.05	1.09
NC_025968.4_RaGOO	8050000	43380699	2	0	0.0000	41	40	1.08	1.10
NC_025968.4_RaGOO	8075000	43380699	0	0	0.0000	41	41	1.08	1.12
NC_025968.4_RaGOO	8100000	43380699	0	2	0.0000	39	39	1.04	1.06
NC_025968.4_RaGOO	8125000	43380699	3	1	0.0000	37	37	0.98	1.02
NC_025968.4_RaGOO	8150000	43380699	0	0	0.0011	42	41	1.09	1.11
NC_025968.4_RaGOO	8175000	43380699	0	1	0.0000	37	35	0.96	0.95
NC_025968.4_RaGOO	8200000	43380699	1	8	0.0091	40	38	1.04	1.05
NC_025968.4_RaGOO	8225000	43380699	0	0	0.0000	39	37	1.02	1.01
NC_025968.4_RaGOO	8250000	43380699	0	0	0.0000	35	33	0.92	0.89
NC_025968.4_RaGOO	8275000	43380699	0	0	0.0000	32	30	0.85	0.82
NC_025968.4_RaGOO	8300000	43380699	4	0	0.0000	33	32	0.87	0.88
NC_025968.4_RaGOO	8325000	43380699	1	0	0.0000	33	31	0.86	0.86
NC_025968.4_RaGOO	8350000	43380699	0	0	0.0000	38	36	0.99	0.97
NC_025968.4_RaGOO	8375000	43380699	0	0	0.0000	35	32	0.93	0.89
NC_025968.4_RaGOO	8400000	43380699	0	1	0.0000	29	26	0.77	0.71
NC_025968.4_RaGOO	8425000	43380699	0	0	0.0000	35	32	0.93	0.89
NC_025968.4_RaGOO	8450000	43380699	0	1	0.0000	43	43	1.13	1.16
NC_025968.4_RaGOO	8475000	43380699	0	0	0.0000	38	37	1.01	1.01
NC_025968.4_RaGOO	8500000	43380699	1	0	0.0210	44	42	1.16	1.14
NC_025968.4_RaGOO	8525000	43380699	0	0	0.0000	43	43	1.13	1.17
NC_025968.4_RaGOO	8550000	43380699	0	0	0.0000	37	37	0.98	1.01
NC_025968.4_RaGOO	8575000	43380699	0	0	0.0000	39	36	1.04	0.99
NC_025968.4_RaGOO	8600000	43380699	3	0	0.0388	37	35	0.98	0.97
NC_025968.4_RaGOO	8625000	43380699	2	0	0.0357	40	39	1.05	1.06
NC_025968.4_RaGOO	8650000	43380699	1	0	0.0000	38	36	1.00	1.00
NC_025968.4_RaGOO	8675000	43380699	3	0	0.0000	41	40	1.07	1.09
NC_025968.4_RaGOO	8700000	43380699	0	0	0.0000	39	37	1.02	1.01
NC_025968.4_RaGOO	8725000	43380699	0	0	0.0000	41	39	1.07	1.07
NC_025968.4_RaGOO	8750000	43380699	0	0	0.0000	40	39	1.06	1.06
NC_025968.4_RaGOO	8775000	43380699	0	0	0.0000	37	36	0.98	0.98
NC_025968.4_RaGOO	8800000	43380699	1	1	0.0000	35	35	0.92	0.96
NC_025968.4_RaGOO	8825000	43380699	1	0	0.0052	39	37	1.02	1.01
NC_025968.4_RaGOO	8850000	43380699	0	0	0.0064	38	36	1.01	0.98
NC_025968.4_RaGOO	8875000	43380699	0	0	0.0000	36	34	0.95	0.93
NC_025968.4_RaGOO	8900000	43380699	0	0	0.0000	37	34	0.96	0.94
NC_025968.4_RaGOO	8925000	43380699	0	0	0.0000	38	39	0.99	1.06
NC_025968.4_RaGOO	8950000	43380699	0	0	0.0000	39	36	1.03	0.99
NC_025968.4_RaGOO	8975000	43380699	3	0	0.0000	38	38	0.99	1.04
NC_025968.4_RaGOO	9000000	43380699	1	2	0.0000	35	32	0.93	0.89
NC_025968.4_RaGOO	9025000	43380699	0	3	0.0000	40	39	1.04	1.07
NC_025968.4_RaGOO	9050000	43380699	0	0	0.0000	39	38	1.03	1.03
NC_025968.4_RaGOO	9075000	43380699	0	0	0.0000	40	39	1.04	1.07
NC_025968.4_RaGOO	9100000	43380699	0	0	0.0000	37	37	0.97	1.02
NC_025968.4_RaGOO	9125000	43380699	0	0	0.0000	42	41	1.11	1.13
NC_025968.4_RaGOO	9150000	43380699	0	0	0.0000	43	41	1.12	1.11
NC_025968.4_RaGOO	9175000	43380699	0	1	0.0000	37	34	0.99	0.94
NC_025968.4_RaGOO	9200000	43380699	0	1	0.0000	42	40	1.12	1.09
NC_025968.4_RaGOO	9225000	43380699	0	0	0.0000	48	48	1.27	1.31
NC_025968.4_RaGOO	9250000	43380699	0	0	0.0000	40	38	1.06	1.04
NC_025968.4_RaGOO	9275000	43380699	1	0	0.0000	35	33	0.92	0.92
NC_025968.4_RaGOO	9300000	43380699	1	1	0.0000	23	21	0.62	0.57
NC_025968.4_RaGOO	9325000	43380699	0	1	0.0000	46	44	1.20	1.19
NC_025968.4_RaGOO	9350000	43380699	1	1	0.0000	33	31	0.87	0.85
NC_025968.4_RaGOO	9375000	43380699	0	0	0.0000	36	34	0.94	0.94
NC_025968.4_RaGOO	9400000	43380699	0	0	0.0000	41	37	1.07	1.02
NC_025968.4_RaGOO	9425000	43380699	0	2	0.0000	43	41	1.13	1.13
NC_025968.4_RaGOO	9450000	43380699	0	0	0.0000	42	40	1.12	1.11
NC_025968.4_RaGOO	9475000	43380699	0	1	0.0000	38	38	0.99	1.05
NC_025968.4_RaGOO	9500000	43380699	0	0	0.0000	43	42	1.13	1.14
NC_025968.4_RaGOO	9525000	43380699	2	0	0.0000	39	39	1.04	1.08
NC_025968.4_RaGOO	9550000	43380699	0	1	0.0000	39	36	1.03	1.00
NC_025968.4_RaGOO	9575000	43380699	0	0	0.0000	42	39	1.09	1.08
NC_025968.4_RaGOO	9600000	43380699	0	1	0.0000	38	36	1.00	0.98
NC_025968.4_RaGOO	9625000	43380699	0	0	0.0000	41	41	1.07	1.13
NC_025968.4_RaGOO	9650000	43380699	1	2	0.0000	43	43	1.14	1.19
NC_025968.4_RaGOO	9675000	43380699	0	0	0.0000	41	43	1.09	1.17
NC_025968.4_RaGOO	9700000	43380699	0	11	0.0000	43	43	1.14	1.18
NC_025968.4_RaGOO	9725000	43380699	0	0	0.0000	45	44	1.18	1.19
NC_025968.4_RaGOO	9750000	43380699	0	0	0.0000	42	40	1.11	1.08
NC_025968.4_RaGOO	9775000	43380699	0	0	0.0000	43	41	1.12	1.12
NC_025968.4_RaGOO	9800000	43380699	0	0	0.0000	42	39	1.09	1.07
NC_025968.4_RaGOO	9825000	43380699	1	0	0.0000	42	41	1.11	1.13
NC_025968.4_RaGOO	9850000	43380699	0	0	0.0000	41	39	1.09	1.08
NC_025968.4_RaGOO	9875000	43380699	0	0	0.0000	43	42	1.12	1.15
NC_025968.4_RaGOO	9900000	43380699	1	1	0.0000	39	41	1.04	1.12
NC_025968.4_RaGOO	9925000	43380699	0	0	0.0000	39	35	1.02	0.97
NC_025968.4_RaGOO	9950000	43380699	0	0	0.0000	36	34	0.95	0.94
NC_025968.4_RaGOO	9975000	43380699	0	0	0.0000	43	40	1.12	1.11
NC_025968.4_RaGOO	10000000	43380699	1	0	0.0000	34	33	0.90	0.90
NC_025968.4_RaGOO	10025000	43380699	0	0	0.0000	35	36	0.93	0.98
NC_025968.4_RaGOO	10050000	43380699	0	0	0.0000	37	36	0.97	0.98
NC_025968.4_RaGOO	10075000	43380699	0	1	0.0000	38	36	1.00	0.97
NC_025968.4_RaGOO	10100000	43380699	0	0	0.0000	41	39	1.08	1.07
NC_025968.4_RaGOO	10125000	43380699	4	0	0.0000	38	37	1.01	1.02
NC_025968.4_RaGOO	10150000	43380699	0	0	0.0000	38	36	1.00	0.99
NC_025968.4_RaGOO	10175000	43380699	0	0	0.0000	42	41	1.11	1.12
NC_025968.4_RaGOO	10200000	43380699	0	8	0.0000	41	41	1.08	1.11
NC_025968.4_RaGOO	10225000	43380699	0	0	0.0000	38	39	1.01	1.06
NC_025968.4_RaGOO	10250000	43380699	0	0	0.0000	37	37	0.99	1.01
NC_025968.4_RaGOO	10275000	43380699	0	0	0.0000	39	38	1.03	1.04
NC_025968.4_RaGOO	10300000	43380699	0	2	0.0000	43	43	1.14	1.19
NC_025968.4_RaGOO	10325000	43380699	1	0	0.0000	43	41	1.12	1.12
NC_025968.4_RaGOO	10350000	43380699	0	1	0.0000	41	39	1.07	1.07
NC_025968.4_RaGOO	10375000	43380699	1	0	0.0000	38	37	1.01	1.01
NC_025968.4_RaGOO	10400000	43380699	0	1	0.0000	42	40	1.10	1.08
NC_025968.4_RaGOO	10425000	43380699	0	0	0.0000	39	39	1.03	1.08
NC_025968.4_RaGOO	10450000	43380699	0	0	0.0000	39	38	1.03	1.05
NC_025968.4_RaGOO	10475000	43380699	0	0	0.0000	40	40	1.06	1.09
NC_025968.4_RaGOO	10500000	43380699	0	0	0.0000	42	41	1.11	1.12
NC_025968.4_RaGOO	10525000	43380699	1	0	0.0000	41	41	1.09	1.12
NC_025968.4_RaGOO	10550000	43380699	0	0	0.0000	40	39	1.05	1.07
NC_025968.4_RaGOO	10575000	43380699	0	0	0.0000	38	34	0.99	0.94
NC_025968.4_RaGOO	10600000	43380699	0	1	0.0000	38	36	1.00	0.98
NC_025968.4_RaGOO	10625000	43380699	1	0	0.0000	36	35	0.96	0.97
NC_025968.4_RaGOO	10650000	43380699	0	0	0.0000	41	40	1.09	1.09
NC_025968.4_RaGOO	10675000	43380699	8	0	0.0000	35	32	0.93	0.89
NC_025968.4_RaGOO	10700000	43380699	1	4	0.0000	35	35	0.91	0.97
NC_025968.4_RaGOO	10725000	43380699	1	2	0.0000	33	33	0.87	0.90
NC_025968.4_RaGOO	10750000	43380699	0	2	0.0000	39	38	1.04	1.05
NC_025968.4_RaGOO	10775000	43380699	0	0	0.0000	41	39	1.08	1.08
NC_025968.4_RaGOO	10800000	43380699	0	0	0.0000	36	36	0.96	0.99
NC_025968.4_RaGOO	10825000	43380699	0	1	0.0000	37	37	0.98	1.02
NC_025968.4_RaGOO	10850000	43380699	1	0	0.0000	35	33	0.92	0.92
NC_025968.4_RaGOO	10875000	43380699	0	0	0.0000	36	36	0.94	0.99
NC_025968.4_RaGOO	10900000	43380699	0	1	0.0000	36	34	0.94	0.94
NC_025968.4_RaGOO	10925000	43380699	0	0	0.0000	37	35	0.98	0.97
NC_025968.4_RaGOO	10950000	43380699	3	0	0.0124	38	37	0.99	1.01
NC_025968.4_RaGOO	10975000	43380699	1	0	0.0107	33	31	0.88	0.84
NC_025968.4_RaGOO	11000000	43380699	0	1	0.0023	36	34	0.95	0.93
NC_025968.4_RaGOO	11025000	43380699	2	0	0.0039	35	32	0.92	0.89
NC_025968.4_RaGOO	11050000	43380699	27	1	0.0000	35	34	0.92	0.92
NC_025968.4_RaGOO	11075000	43380699	4	0	0.0000	36	34	0.94	0.92
NC_025968.4_RaGOO	11100000	43380699	0	2	0.0000	34	34	0.90	0.94
NC_025968.4_RaGOO	11125000	43380699	0	4	0.0000	37	35	0.97	0.95
NC_025968.4_RaGOO	11150000	43380699	0	2	0.0042	37	34	0.99	0.93
NC_025968.4_RaGOO	11175000	43380699	0	0	0.0000	38	38	1.00	1.03
NC_025968.4_RaGOO	11200000	43380699	0	0	0.0000	36	34	0.94	0.92
NC_025968.4_RaGOO	11225000	43380699	4	0	0.0000	37	36	0.97	0.98
NC_025968.4_RaGOO	11250000	43380699	0	0	0.0221	35	33	0.92	0.90
NC_025968.4_RaGOO	11275000	43380699	0	0	0.0029	35	33	0.91	0.91
NC_025968.4_RaGOO	11300000	43380699	0	0	0.0000	36	34	0.95	0.94
NC_025968.4_RaGOO	11325000	43380699	1	0	0.0000	32	30	0.84	0.82
NC_025968.4_RaGOO	11350000	43380699	0	0	0.0000	37	34	0.97	0.92
NC_025968.4_RaGOO	11375000	43380699	0	0	0.0000	38	35	0.99	0.95
NC_025968.4_RaGOO	11400000	43380699	17	0	0.0275	36	34	0.95	0.94
NC_025968.4_RaGOO	11425000	43380699	3	0	0.0053	32	33	0.84	0.90
NC_025968.4_RaGOO	11450000	43380699	0	0	0.0000	30	32	0.79	0.88
NC_025968.4_RaGOO	11475000	43380699	0	0	0.0000	30	31	0.78	0.86
NC_025968.4_RaGOO	11500000	43380699	0	0	0.0000	28	30	0.73	0.81
NC_025968.4_RaGOO	11525000	43380699	0	0	0.0000	38	35	0.99	0.97
NC_025968.4_RaGOO	11550000	43380699	0	0	0.0000	33	33	0.87	0.90
NC_025968.4_RaGOO	11575000	43380699	0	0	0.0000	38	34	1.00	0.94
NC_025968.4_RaGOO	11600000	43380699	0	1	0.0000	36	32	0.94	0.88
NC_025968.4_RaGOO	11625000	43380699	0	0	0.0000	39	36	1.02	0.99
NC_025968.4_RaGOO	11650000	43380699	0	0	0.0000	38	36	1.00	0.98
NC_025968.4_RaGOO	11675000	43380699	4	1	0.0210	38	35	0.99	0.96
NC_025968.4_RaGOO	11700000	43380699	0	2	0.0000	33	30	0.88	0.82
NC_025968.4_RaGOO	11725000	43380699	0	2	0.0000	37	33	0.98	0.91
NC_025968.4_RaGOO	11750000	43380699	0	0	0.0000	34	34	0.89	0.93
NC_025968.4_RaGOO	11775000	43380699	0	2	0.0000	35	32	0.92	0.87
NC_025968.4_RaGOO	11800000	43380699	0	2	0.0000	36	35	0.96	0.95
NC_025968.4_RaGOO	11825000	43380699	0	0	0.0000	34	32	0.91	0.87
NC_025968.4_RaGOO	11850000	43380699	1	0	0.0010	34	32	0.88	0.87
NC_025968.4_RaGOO	11875000	43380699	0	0	0.0000	33	31	0.87	0.85
NC_025968.4_RaGOO	11900000	43380699	0	0	0.0000	34	34	0.88	0.92
NC_025968.4_RaGOO	11925000	43380699	0	0	0.0000	36	33	0.95	0.90
NC_025968.4_RaGOO	11950000	43380699	0	0	0.0000	33	32	0.87	0.86
NC_025968.4_RaGOO	11975000	43380699	0	0	0.0000	34	34	0.91	0.94
NC_025968.4_RaGOO	12000000	43380699	0	0	0.0000	38	35	0.99	0.97
NC_025968.4_RaGOO	12025000	43380699	0	0	0.0000	39	36	1.03	0.98
NC_025968.4_RaGOO	12050000	43380699	1	4	0.0000	37	35	0.98	0.96
NC_025968.4_RaGOO	12075000	43380699	0	0	0.0000	40	36	1.05	0.99
NC_025968.4_RaGOO	12100000	43380699	0	0	0.0000	42	40	1.09	1.09
NC_025968.4_RaGOO	12125000	43380699	0	0	0.0000	43	41	1.14	1.13
NC_025968.4_RaGOO	12150000	43380699	7	0	0.0000	39	38	1.02	1.05
NC_025968.4_RaGOO	12175000	43380699	0	0	0.0000	39	39	1.02	1.06
NC_025968.4_RaGOO	12200000	43380699	0	0	0.0000	40	39	1.05	1.07
NC_025968.4_RaGOO	12225000	43380699	0	0	0.0000	37	36	0.98	0.99
NC_025968.4_RaGOO	12250000	43380699	2	0	0.0132	38	37	1.01	1.01
NC_025968.4_RaGOO	12275000	43380699	4	0	0.0299	41	42	1.08	1.15
NC_025968.4_RaGOO	12300000	43380699	0	0	0.0108	45	43	1.19	1.18
NC_025968.4_RaGOO	12325000	43380699	0	0	0.0000	42	41	1.10	1.14
NC_025968.4_RaGOO	12350000	43380699	0	0	0.0000	43	42	1.14	1.16
NC_025968.4_RaGOO	12375000	43380699	0	0	0.0000	42	42	1.12	1.14
NC_025968.4_RaGOO	12400000	43380699	0	0	0.0000	55	52	1.44	1.43
NC_025968.4_RaGOO	12425000	43380699	1	0	0.0000	39	37	1.03	1.00
NC_025968.4_RaGOO	12450000	43380699	0	0	0.0000	34	33	0.89	0.90
NC_025968.4_RaGOO	12475000	43380699	0	0	0.0000	39	37	1.03	1.02
NC_025968.4_RaGOO	12500000	43380699	0	0	0.0000	41	37	1.07	1.02
NC_025968.4_RaGOO	12525000	43380699	1	0	0.0000	41	36	1.07	0.98
NC_025968.4_RaGOO	12550000	43380699	0	0	0.0000	41	39	1.07	1.06
NC_025968.4_RaGOO	12575000	43380699	0	0	0.0000	41	37	1.07	1.02
NC_025968.4_RaGOO	12600000	43380699	1	0	0.0044	32	31	0.84	0.85
NC_025968.4_RaGOO	12625000	43380699	0	0	0.0000	38	37	0.99	1.02
NC_025968.4_RaGOO	12650000	43380699	1	4	0.0000	39	37	1.03	1.02
NC_025968.4_RaGOO	12675000	43380699	0	0	0.0000	40	39	1.05	1.08
NC_025968.4_RaGOO	12700000	43380699	0	0	0.0000	38	36	1.00	0.99
NC_025968.4_RaGOO	12725000	43380699	0	0	0.0000	39	37	1.04	1.01
NC_025968.4_RaGOO	12750000	43380699	0	0	0.0000	29	27	0.76	0.73
NC_025968.4_RaGOO	12775000	43380699	0	1	0.0000	34	31	0.91	0.86
NC_025968.4_RaGOO	12800000	43380699	1	0	0.0000	41	37	1.08	1.01
NC_025968.4_RaGOO	12825000	43380699	1	0	0.0000	40	39	1.04	1.06
NC_025968.4_RaGOO	12850000	43380699	0	0	0.0000	45	43	1.18	1.18
NC_025968.4_RaGOO	12875000	43380699	0	0	0.0000	38	37	1.00	1.01
NC_025968.4_RaGOO	12900000	43380699	0	1	0.0000	40	38	1.06	1.05
NC_025968.4_RaGOO	12925000	43380699	1	0	0.0000	43	40	1.13	1.09
NC_025968.4_RaGOO	12950000	43380699	0	0	0.0000	41	39	1.08	1.07
NC_025968.4_RaGOO	12975000	43380699	0	0	0.0000	36	34	0.96	0.93
NC_025968.4_RaGOO	13000000	43380699	0	0	0.0000	33	32	0.88	0.88
NC_025968.4_RaGOO	13025000	43380699	0	0	0.0000	38	38	1.00	1.04
NC_025968.4_RaGOO	13050000	43380699	0	0	0.0000	42	41	1.11	1.12
NC_025968.4_RaGOO	13075000	43380699	0	1	0.0000	35	35	0.92	0.96
NC_025968.4_RaGOO	13100000	43380699	0	0	0.0000	36	34	0.96	0.92
NC_025968.4_RaGOO	13125000	43380699	0	1	0.0000	40	37	1.04	1.02
NC_025968.4_RaGOO	13150000	43380699	0	1	0.0000	43	42	1.13	1.16
NC_025968.4_RaGOO	13175000	43380699	1	0	0.0000	42	41	1.10	1.14
NC_025968.4_RaGOO	13200000	43380699	0	0	0.0000	39	38	1.03	1.03
NC_025968.4_RaGOO	13225000	43380699	0	0	0.0247	41	40	1.08	1.09
NC_025968.4_RaGOO	13250000	43380699	1	0	0.0000	41	39	1.08	1.06
NC_025968.4_RaGOO	13275000	43380699	0	0	0.0005	44	42	1.16	1.14
NC_025968.4_RaGOO	13300000	43380699	0	0	0.0000	42	40	1.12	1.10
NC_025968.4_RaGOO	13325000	43380699	0	0	0.0000	41	40	1.07	1.09
NC_025968.4_RaGOO	13350000	43380699	0	0	0.0000	41	38	1.07	1.04
NC_025968.4_RaGOO	13375000	43380699	0	0	0.0000	42	41	1.11	1.13
NC_025968.4_RaGOO	13400000	43380699	0	0	0.0000	42	41	1.11	1.11
NC_025968.4_RaGOO	13425000	43380699	0	2	0.0000	41	40	1.08	1.09
NC_025968.4_RaGOO	13450000	43380699	0	1	0.0000	41	39	1.08	1.08
NC_025968.4_RaGOO	13475000	43380699	0	1	0.0000	42	39	1.10	1.06
NC_025968.4_RaGOO	13500000	43380699	0	0	0.0000	40	41	1.04	1.13
NC_025968.4_RaGOO	13525000	43380699	0	0	0.0000	40	38	1.04	1.04
NC_025968.4_RaGOO	13550000	43380699	0	0	0.0000	39	38	1.03	1.04
NC_025968.4_RaGOO	13575000	43380699	0	0	0.0000	40	40	1.05	1.09
NC_025968.4_RaGOO	13600000	43380699	0	0	0.0000	41	41	1.09	1.11
NC_025968.4_RaGOO	13625000	43380699	1	0	0.0000	39	38	1.04	1.05
NC_025968.4_RaGOO	13650000	43380699	0	0	0.0000	38	36	1.01	0.99
NC_025968.4_RaGOO	13675000	43380699	0	0	0.0000	40	40	1.06	1.09
NC_025968.4_RaGOO	13700000	43380699	0	0	0.0000	40	40	1.06	1.09
NC_025968.4_RaGOO	13725000	43380699	0	10	0.0000	39	37	1.03	1.02
NC_025968.4_RaGOO	13750000	43380699	0	4	0.0000	37	37	0.98	1.02
NC_025968.4_RaGOO	13775000	43380699	0	0	0.0000	41	41	1.09	1.14
NC_025968.4_RaGOO	13800000	43380699	1	0	0.0000	39	39	1.02	1.06
NC_025968.4_RaGOO	13825000	43380699	0	0	0.0000	42	40	1.10	1.10
NC_025968.4_RaGOO	13850000	43380699	0	0	0.0000	39	38	1.02	1.05
NC_025968.4_RaGOO	13875000	43380699	0	1	0.0000	40	37	1.06	1.03
NC_025968.4_RaGOO	13900000	43380699	0	0	0.0000	37	35	0.98	0.97
NC_025968.4_RaGOO	13925000	43380699	0	0	0.0000	38	35	1.00	0.95
NC_025968.4_RaGOO	13950000	43380699	0	2	0.0000	38	36	0.99	1.00
NC_025968.4_RaGOO	13975000	43380699	0	0	0.0000	40	39	1.06	1.08
NC_025968.4_RaGOO	14000000	43380699	0	0	0.0000	41	41	1.09	1.13
NC_025968.4_RaGOO	14025000	43380699	1	0	0.0000	39	36	1.04	1.00
NC_025968.4_RaGOO	14050000	43380699	1	0	0.0000	42	41	1.09	1.13
NC_025968.4_RaGOO	14075000	43380699	0	0	0.0000	41	40	1.09	1.11
NC_025968.4_RaGOO	14100000	43380699	0	0	0.0000	40	39	1.06	1.06
NC_025968.4_RaGOO	14125000	43380699	0	0	0.0000	36	34	0.94	0.93
NC_025968.4_RaGOO	14150000	43380699	0	0	0.0000	37	36	0.98	0.98
NC_025968.4_RaGOO	14175000	43380699	0	0	0.0000	36	34	0.96	0.93
NC_025968.4_RaGOO	14200000	43380699	1	0	0.0000	34	31	0.90	0.86
NC_025968.4_RaGOO	14225000	43380699	0	0	0.0000	36	35	0.96	0.95
NC_025968.4_RaGOO	14250000	43380699	0	0	0.0000	39	37	1.02	1.00
NC_025968.4_RaGOO	14275000	43380699	0	0	0.0000	35	34	0.93	0.92
NC_025968.4_RaGOO	14300000	43380699	0	2	0.0000	37	34	0.98	0.93
NC_025968.4_RaGOO	14325000	43380699	0	1	0.0000	37	34	0.97	0.94
NC_025968.4_RaGOO	14350000	43380699	0	0	0.0000	41	38	1.07	1.04
NC_025968.4_RaGOO	14375000	43380699	0	0	0.0000	39	38	1.03	1.04
NC_025968.4_RaGOO	14400000	43380699	0	0	0.0000	34	33	0.90	0.92
NC_025968.4_RaGOO	14425000	43380699	4	0	0.0000	38	35	0.99	0.97
NC_025968.4_RaGOO	14450000	43380699	0	0	0.0000	36	35	0.94	0.97
NC_025968.4_RaGOO	14475000	43380699	0	0	0.0000	39	38	1.03	1.04
NC_025968.4_RaGOO	14500000	43380699	0	0	0.0000	40	39	1.05	1.06
NC_025968.4_RaGOO	14525000	43380699	0	1	0.0000	39	37	1.03	1.02
NC_025968.4_RaGOO	14550000	43380699	0	0	0.0000	42	38	1.11	1.04
NC_025968.4_RaGOO	14575000	43380699	0	0	0.0000	38	37	1.00	1.00
NC_025968.4_RaGOO	14600000	43380699	0	2	0.0091	38	35	1.01	0.96
NC_025968.4_RaGOO	14625000	43380699	0	1	0.0160	33	31	0.88	0.85
NC_025968.4_RaGOO	14650000	43380699	0	10	0.0006	38	37	1.00	1.01
NC_025968.4_RaGOO	14675000	43380699	0	0	0.0000	44	43	1.15	1.17
NC_025968.4_RaGOO	14700000	43380699	7	3	0.0018	41	41	1.07	1.12
NC_025968.4_RaGOO	14725000	43380699	1	0	0.0000	42	41	1.10	1.13
NC_025968.4_RaGOO	14750000	43380699	0	0	0.0000	40	40	1.04	1.09
NC_025968.4_RaGOO	14775000	43380699	0	1	0.0000	43	42	1.14	1.15
NC_025968.4_RaGOO	14800000	43380699	0	0	0.0000	41	38	1.08	1.04
NC_025968.4_RaGOO	14825000	43380699	0	0	0.0000	40	41	1.06	1.11
NC_025968.4_RaGOO	14850000	43380699	0	1	0.0122	39	37	1.02	1.02
NC_025968.4_RaGOO	14875000	43380699	2	0	0.0000	36	35	0.95	0.96
NC_025968.4_RaGOO	14900000	43380699	1	3	0.0000	33	32	0.88	0.88
NC_025968.4_RaGOO	14925000	43380699	0	0	0.0000	37	35	0.98	0.97
NC_025968.4_RaGOO	14950000	43380699	0	0	0.0000	39	37	1.02	1.01
NC_025968.4_RaGOO	14975000	43380699	0	0	0.0000	35	33	0.92	0.91
NC_025968.4_RaGOO	15000000	43380699	0	0	0.0000	39	36	1.02	0.97
NC_025968.4_RaGOO	15025000	43380699	0	0	0.0000	34	33	0.89	0.90
NC_025968.4_RaGOO	15050000	43380699	0	1	0.0000	34	33	0.90	0.89
NC_025968.4_RaGOO	15075000	43380699	0	0	0.0000	35	33	0.92	0.92
